title,,brand,price,categories
"Replacement for 65W Lenovo Laptop Charger USB C ;for Lenovo ThinkPad T480s T580s T490 E480 E580 Chromebook C330 S330 100e 300e 500e,Yoga C930 C940 720 Power Supply Adapter Cord",,DECSZDY,9.99,"[""Electronics"",""Computers & Accessories"",""Laptop Accessories"",""Chargers & Adapters""]"
"Crucial BX500 1TB 3D NAND SATA 2.5-Inch Internal SSD, up to 540MB/s - CT1000BX500SSD1, Solid State Drive",,Crucial,64.99,"[""Electronics"",""Computers & Accessories"",""Data Storage"",""Internal Solid State Drives""]"
"Flexzilla Garden Hose 5/8 in. x 25 ft, Heavy Duty, Lightweight, Durable, ZillaGreen - HFZG525YW-E",,Flexzilla,28.07,"[""Patio, Lawn & Garden"",""Gardening & Lawn Care"",""Watering Equipment"",""Garden Hoses""]"
"Aimosen 4 Packs Sandbags Weight Bags for Light Stand Photography Video Equipment, Heavy Duty Saddlebag for Backdrop Stand, Photo Tripod, Canopy, Pop up Tent, Umbrella Base, Fishing Chair, Picnic Table",,Aimosen,15.99,"[""Electronics"",""Camera & Photo"",""Lighting & Studio"",""Photo Studio"",""Sandbags""]"
"SanDisk 2TB Extreme PRO Portable SSD - Up to 2000MB/s - USB-C, USB 3.2 Gen 2x2, IP65 Water and Dust Resistance, Updated Firmware - External Solid State Drive - SDSSDE81-2T00-G25",,SanDisk,199.99,"[""Electronics"",""Computers & Accessories"",""Data Storage"",""External Solid State Drives""]"
"25 Pack, Disposable Shower Drain Hair Catcher Mesh Stickers",,Aire Allure,11.99,"[""Tools & Home Improvement"",""Kitchen & Bath Fixtures"",""Bathroom Fixtures"",""Bathroom Sink & Bathtub Accessories"",""Drain Strainers""]"
"Coobiiya Lunch Box Lunch Bag for Women Adults Men, Reusable Cute Lunch Pail bag - Leakproof, Insulated Lunch Box Tote with Large Capacity, Cooler Lunch Container for Work/Travel/Office (Black)",,Coobiiya,12.98,"[""Home & Kitchen"",""Kitchen & Dining"",""Storage & Organization"",""Travel & To-Go Food Containers"",""Lunch Bags""]"
"iOttie Easy One Touch 5 Dashboard & Windshield Universal Car Mount Phone Holder Desk Stand with Suction Cup Base and Telescopic Arm for iPhone, Samsung, Google, Huawei, Nokia, other Smartphones",,iOttie,19.95,"[""Cell Phones & Accessories"",""Accessories"",""Automobile Accessories"",""Cradles""]"
"Verbatim 96171 4GB Premium SDHC Memory Card, UHS-I U1 Class 10, Blue",,Verbatim,7.56,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Memory Cards"",""SD Cards""]"
"Soundbar Mount for Sonos Beam Wall Mount Bracket Compatible with Sonos Beam Sound Bar Mounts Mounting Bracket, Black",,notiela,21.59,"[""Electronics"",""Accessories & Supplies"",""Mounts"",""Speaker Mounts""]"
eufy Security Indoor Cam C120 | Plug-in Security Camera 3 MP | 2K with Wi-Fi | IP Camera | Voice Assistant Compatibility | Night Vision | Two-Way Audio | HomeBase 3 Compatible | Audio and Motion Alert,,eufy Security,42.99,"[""Electronics"",""Camera & Photo"",""Video Surveillance"",""Surveillance Cameras"",""Bullet Cameras""]"
FitStill 196FT/60M Dive Housing Waterproof Diving Protective Case Shell for Go Pro Hero 5 Session Hero 4 Session with Bracket Mount for Go Pro Hero5 Session & Hero4 Session Accessories kit,,FiTSTILL,14.95,"[""Electronics"",""Camera & Photo"",""Underwater Photography"",""Housings""]"
"AINOPE 240W USB C to USB C Cable Right Angle [10FT] C to C Cable Fast Charging,USBC to USBC Charger Cord Type C Fits iPhone 16 15 Pro Max Plus,MacBook,iPad Pro,Samsung Galaxy S25,Pixel,All Devices",,AINOPE,7.94,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Cables & Accessories"",""Cables & Interconnects"",""USB Cables""]"
"dagaladoo PBT keycaps 60 75 Percent,Shine Through Custom Key Cap,Double Shot Keyboard caps,130key Cherry Profile dye-sub Key caps for Machine Keyboard(Blue/Orange/Pink,only keycaps)",,dagaladoo,26.99,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Keyboards, Mice & Accessories"",""Keyboard & Mice Accessories"",""Keycaps""]"
"ProCase Smart Case for iPad Mini 7 A17 Pro 2024/iPad Mini 6 2021 8.3 Inch iPad Mini 7th/6th Gen Case, Hard Back Cover for iPad Mini 8.3"" 7th Gen A2995/A2996/A2993/6th Gen A2567 A2568 A2569 -Black",,ProCase,9.99,"[""Electronics"",""Computers & Accessories"",""Tablet Accessories"",""Bags, Cases & Sleeves"",""Cases""]"
"BAGSMART Small Camera Bag for Photographers, Compact Camera Shoulder Bags for DSLR/SLR/Mirrorless Cameras, Waterproof Crossbody Camera Case with Tripod Holder, Black",,BAGSMART,30.99,"[""Electronics"",""Camera & Photo"",""Bags & Cases"",""Camera Cases""]"
"Etekcity Digital Body Weight Bathroom Scale, Large Blue LCD Backlight Display, High Precision Measurements,6mm Tempered Glass, 400 Pounds",,Etekcity,19.88,"[""Health & Household"",""Medical Supplies & Equipment"",""Health Monitors"",""Body Weight Scales"",""Digital""]"
"SanDisk Ultra 128GB SDXC UHS-I Memory Card up to 80MB/s (SDSDUNC-128G-GN6IN), Black",,SanDisk,15.66,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Memory Cards"",""SD Cards""]"
"Twinings Pure White Tea Individually Wrapped Bags, 20 Count (Pack of 6), Light & Fresh, Caffeinated, Enjoy Hot or Iced | Packaging May Vary",,Twinings,27.07,"[""Grocery & Gourmet Food"",""Beverages"",""Tea"",""White""]"
"Quest Nutrition Chocolate Chip Dough Cookie Protein Bars, 21g Protein, 1g Sugar, 4g Net Carb, Gluten Free, Keto Friendy, 12 Count",,Quest Nutrition,23.39,"[""Health & Household"",""Diet & Sports Nutrition"",""Nutrition Bars & Drinks"",""Nutrition Bars"",""Protein Bars""]"
"ESR 2 Pack Screen Protector for iPad Air 11 Inch M2 2024, Tempered Glass Film with Easy Application Tray, Scratch Resistant, HD Clarity",,ESR,14.99,"[""Electronics"",""Computers & Accessories"",""Tablet Accessories"",""Screen Protectors""]"
"VIVO Dual Monitor Desk Mount, Heavy Duty Fully Adjustable Stand, Fits 2 LCD LED Screens up to 32 inches and 22 lbs Each, Black, STAND-V032",,VIVO,43.99,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Monitor Accessories"",""Monitor Arms""]"
"SAMSUNG T9 Portable SSD 2TB, USB 3.2 Gen 2x2 External Solid State Drive, Seq. Read Speeds Up to 2,000MB/s for Gaming, Students and Professionals, MU-PG2T0B/AM, Black",,SAMSUNG,179.99,"[""Electronics"",""Computers & Accessories"",""Data Storage"",""External Solid State Drives""]"
"CAVN Pen Light with Pupil Gauge LED Penlight for Nurses Doctors, 2 Pcs Reusable Medical Penlight for Nursing Students (Black/White)",,CAVN,7.99,"[""Industrial & Scientific"",""Professional Medical Supplies"",""Diagnostics & Screening"",""Pen Lights""]"
"Security Camera Wireless Outdoor, 2-Way Talk Battery Powered Wi-Fi Cameras for Outside and Indoor 1080P Night Vision AI Motion Detection Spotlight Siren Alarm IP65 Weatherproof",,Geekee,39.99,"[""Electronics"",""Camera & Photo"",""Video Surveillance"",""Surveillance Cameras"",""Bullet Cameras""]"
"Noctua NF-A12x25 PWM, Premium Quiet Fan, 4-Pin (120mm, Brown)",,Noctua,32.95,"[""Electronics"",""Computers & Accessories"",""Computer Components"",""Internal Components"",""Fans & Cooling"",""Case Fans""]"
"ProCase Smart Case for iPad Air 11 inch M2 2024 Air 6th /10.9 Air 5th 2022/Air 4th 2020, Protective Cover for iPad Air 6 5 4 Generation -Navy",,ProCase,12.99,"[""Electronics"",""Computers & Accessories"",""Tablet Accessories"",""Bags, Cases & Sleeves"",""Cases""]"
"MOUNT PRO Single Monitor Wall Mount for 13 to 32 Inch Computer Screens, Gas Spring Arm Holds Up to 17.6lbs, Full Motion Adjustable,VESA Mount 75x75, 100x100,Black",,MOUNT PRO,45.99,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Monitor Accessories"",""Monitor Arms""]"
"REOLINK Smart 5MP 8CH Home Security Camera System, 4pcs Wired PoE IP Cameras Outdoor with Person/Pet/Vehicle Detection, 4K 8CH NVR with 2TB HDD for 24-7 Recording, RLK8-520D4-5MP",,REOLINK,319.99,"[""Electronics"",""Security & Surveillance"",""Surveillance Video Equipment"",""Surveillance NVR Kits""]"
"SanDisk 128GB MAX Endurance microSDXC Card with Adapter for Home Security Cameras and Dash cams - C10, U3, V30, 4K UHD, Micro SD Card - SDSQQVR-128G-GN6IA",,SanDisk,22.99,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Memory Cards"",""Micro SD Cards""]"
"Nordic Naturals Ultimate Omega, Lemon Flavor - 60 Soft Gels - 1280 mg Omega-3 - High-Potency Omega-3 Fish Oil Supplement with EPA & DHA - Promotes Brain & Heart Health - Non-GMO - 30 Servings",,Nordic Naturals,23.09,"[""Health & Household"",""Vitamins, Minerals & Supplements"",""Essential Fatty Acids"",""Omega Oils"",""Omega-3""]"
"Vetroo 1000W White Power Supply ATX 3.0 Ready Dual PCIe 5.0, 80 Plus Gold Full Modular, Japanese 105°C Capacitors, Eco Mode with 120mm FDB Fan, Compact Size, 10 Year Warranty for Gaming PC",,Vetroo,139.99,"[""Electronics"",""Computers & Accessories"",""Computer Components"",""Internal Components"",""Internal Power Supplies""]"
"NETGEAR 16-Port Gigabit Ethernet Unmanaged Switch (GS116NA) - Desktop or Wall Mount, and Limited Lifetime Protection",,NETGEAR,84.99,"[""Electronics"",""Computers & Accessories"",""Networking Products"",""Switches""]"
"Lighting EVER LED Flashlights High Lumens, Small Flashlight, Zoomable, Waterproof, Adjustable Brightness Flash Light for Outdoor, Emergency, AAA Batteries Included, Tactical & Camping Accessories",,Lighting EVER,9.99,"[""Sports & Outdoors"",""Hunting & Fishing"",""Tactical & Personal Defense"",""Personal Defense Equipment"",""Tactical Flashlights""]"
"2 Pack Aluminum Light Photography Tripod Stand with Case,Altson 7 Feet Portable Photo Video Tripod Stand for Speedlight, Flash, Softbox, Umbrella, Strobe Light, Camera",,ALTSON,29,"[""Electronics"",""Camera & Photo"",""Lighting & Studio"",""Lighting"",""Booms & Stands""]"
for MacBook Pro 16 inch Case M4 2024-2021 M3 M2 M1 Pro/Max [100% Match Official Color] [Scientific Slim] Protective Hard Case Laptop Cover A3403 A3186 A2991 A2780 A2485 - Space Black Clear,,soonjet,35.99,"[""Electronics"",""Computers & Accessories"",""Laptop Accessories"",""Bags, Cases & Sleeves"",""Hard Shell Cases""]"
"TP-Link USB WiFi Adapter for Desktop PC, AC1300 USB 3.0 Wireless Dual Band Network Adapter with High Gain Antenna(Archer T3U Plus), MU-MIMO, Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15",,TP-Link,19.99,"[""Electronics"",""Computers & Accessories"",""Networking Products"",""Network Antennas""]"
"SVBONY SV220 Telescope Filter, Dual-Band Nebula Filter, H-Alpha and O-III Narrowband Filter for One-Shot Color Cameras, Light Pollution Filter for Astrophotography (2 inches)",,SVBONY,118.99,"[""Electronics"",""Camera & Photo"",""Accessories"",""Telescope & Microscope Accessories"",""Telescope Accessories"",""Filters""]"
"ORIA Bluetooth 5.0 Receiver for Car, Upgraded Aux Bluetooth Adapter, 2 in 1 Bluetooth Transmitter Receiver with Noise Cancelling 3.5mm, Answer Calls, for Home Stereo System, Headphones,Speakers",,ORIA,8.49,"[""Electronics"",""Car & Vehicle Electronics"",""Vehicle Electronics Accessories"",""Audio & Video Accessories"",""Bluetooth Car Kits""]"
"JSAUX 90 Degree USB-C Male to USB-C Female Adapter, 100W Right Angle 2-Pack 40Gbps Data Transfer USB Type C PD Extender Compatible with ROG Ally, Steam Deck, Switch, iPhone 16 / iPhone 15 and More",,JSAUX,8.99,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Computer Cable Adapters"",""USB-to-USB Adapters""]"
"Universal TV Mounting Hardware Screw Kit Set with Box - M4 M5 M6 M8 Screws and Washers Spacers, Replacement Screws for TV VESA Mounting, Fits Most TV/Monitor up to 80 inch",,Solid As Mountain,8.99,"[""Industrial & Scientific"",""Fasteners""]"
"Verbatim CD-R Blank Discs 700MB 80 Minutes 52x Recordable Disc for Data and Music - 50 Pack Spindle,Silver",,Verbatim,11.39,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Blank Media"",""CD-R""]"
"Motel Mouse Humane No Kill Live Catch and Release Mouse Traps, Reusable with Cleaning Brush - 4 Pack",,Motel Mouse,19.99,"[""Patio, Lawn & Garden"",""Pest Control"",""Traps""]"
"Nulea M501 Wireless Trackball Mouse, Rechargeable Ergonomic, Easy Thumb Control, Precise & Smooth Tracking, 3 Device Connection (Bluetooth or USB Receiver), Compatible for PC, Laptop, Mac, Windows.",,Nulea,33.99,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Input Devices"",""Trackballs""]"
"GROWNSY Nasal Aspirator for Baby, Baby Nose Sucker Pro with 3 Soft Silicone Tips, Adjustable Suction, Electric Nose Suction for Baby, Built-in Music & Light Soothing",,GROWNSY,39.99,"[""Baby Products"",""Baby Care"",""Health"",""Nasal Aspirators""]"
Simple Modern 40 oz Tumbler with Handle and Straw Lid | Insulated Cup Reusable Stainless Steel Water Bottle Travel Mug Cupholder Friendly | Gifts for Women Men Him Her | Trek Collection | Almond Birch,,Simple Modern,29.98,"[""Home & Kitchen"",""Kitchen & Dining"",""Dining & Entertaining"",""Glassware & Drinkware"",""Tumblers & Water Glasses""]"
"SwissGear 1900 Scansmart TSA 17 Laptop Backpack, Black/Black, 19-Inch",,SwissGear,89.99,"[""Electronics"",""Computers & Accessories"",""Laptop Accessories"",""Bags, Cases & Sleeves"",""Backpacks""]"
"GODO USB 3.0 to 3.5 Inch Hard Drive Enclosure, Vertical External Hard Drive Docking with Stand for 3.5 inch SATA HDD SSD, Aluminum Alloy Drive Case Support Up to 18TB with UASP,Power Adapter",,GODO,17.99,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Hard Drive Accessories"",""Enclosures""]"
UNBREAKcable Apple AirTag Holder - 4 Pack [Fit Tightly Design] [Easy to Install] [Hold Air Tag Securely] Waterproof TPU Shell Protective Case with 304 Stainless Steel Keychain Key Ring,,UNBREAKcable,21.99,"[""Electronics"",""GPS, Finders & Accessories"",""GPS System Accessories"",""Cases""]"
"Logitech Wave Keys MK670 Combo, Wireless Ergonomic Keyboard with Signature M550 L Wireless Mouse, Comfortable Natural Typing, Bluetooth, Logi Bolt, for Multi-OS, Windows/Mac - Graphite",,Logitech,71.55,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Keyboards, Mice & Accessories"",""Keyboard & Mouse Combos""]"
"TUOLNK 4pcs PL259 SO239 to BNC Adapter Coax Cable Connector, BNC to UHF Adapter Kit Male to Female Cable Gender Changers Coaxial Connector Kit for CB Radio,Radio,Antennas,Extension Coax Cable",,TUOLNK,7.88,"[""Electronics"",""Home Audio"",""Home Audio Accessories"",""Connectors & Adapters""]"
"blurams Indoor Security Camera 2K, Home Security Camera for Dog/Baby Monitor/Elder, Security Camera with One-Touch Call, Color Night Vision, Motion Tracking, Cloud & SD Card Storage (2.4GHz Wi-Fi)",,blurams,19.96,"[""Electronics"",""Camera & Photo"",""Video Surveillance"",""Surveillance Cameras"",""Dome Cameras""]"
"Toshiba Canvio Basics 4TB Portable External Hard Drive USB 3.0, Black - HDTB540XK3CA",,TOSHIBA,94.95,"[""Electronics"",""Computers & Accessories"",""Data Storage"",""External Hard Drives""]"
"Lamicall Gooseneck Tablet Mount Holder for Bed - Flexible Tablet Arm Clamp for Bed Compatible with Pad Mini 7.9, Air 9.7, Pro 10.5, Kindle, Switch, Galaxy Tabs, More 4.7-11"" Device - Black",,Lamicall,26.99,"[""Electronics"",""Computers & Accessories"",""Tablet Accessories"",""Mounts""]"
"ARRIS (SB8200) - Cable Modem - Fast DOCSIS 3.1 32x8 Gigabit Cable Modem , Approved for Comcast Xfinity, Cox, Charter Spectrum, & more | 1 Gbps Max Internet Speed, 4 OFDM Channels",,ARRIS,169,"[""Electronics"",""Computers & Accessories"",""Networking Products"",""Modems""]"
"BERIBES Bluetooth Headphones Over Ear, 65H Playtime and 6 EQ Music Modes Wireless Headphones with Microphone, HiFi Stereo Foldable Lightweight Headset, Deep Bass for Home Office Cellphone PC Ect.",,BERIBES,26.99,"[""Electronics"",""Headphones, Earbuds & Accessories"",""Headphones & Earbuds"",""Over-Ear Headphones""]"
Crucial 32GB Kit (16GB x 2) DDR4 3200 MHz (PC4-25600) SODIMM 260-Pin Memory - CT2K16G4SFRA32A,,Crucial,56,"[""Electronics"",""Computers & Accessories"",""Computer Components"",""Internal Components"",""Memory""]"
iPhone Charger Fast Charging Cord 3 Pack 10 FT Apple MFi Certified Lightning Cable Nylon Braided iPhone Charger Cord Compatible with iPhone 13 12 11 Pro Max XR XS X 8 7 6 Plus SE iPad and More,,MenoSupp,9.99,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Cables & Accessories"",""Cables & Interconnects"",""Lightning Cables""]"
"Vital Essentials Freeze Dried Raw Cat Treats, Minnows Treats, 0.5 oz",,Vital Essentials,7.99,"[""Pet Supplies"",""Cats"",""Food"",""Freeze-Dried""]"
"Logitech C922x Pro Stream Webcam – Full 1080p HD Camera, Black",,Logitech,99.99,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Audio & Video Accessories"",""Webcams & VoIP Equipment"",""Webcams""]"
"OutdoorMaster Kelvin Ski Helmet - Snowboard Helmet for Men, Women & Youth",,OutdoorMaster,39.99,"[""Sports & Outdoors"",""Sports"",""Winter Sports"",""Winter Sports Accessories"",""Helmets""]"
"Webcam HD 1080p ,Live Streaming Web Camera with Stereo Microphone, PC Desktop or Laptop USB Webcam with 110 Degree View Angle, HD Webcam for Video Calling, Recording, Conferencing, Streaming, Gaming",,ZIQIAN,19.9,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Audio & Video Accessories"",""Webcams & VoIP Equipment"",""Webcams""]"
"NEEWER Q4 400Ws 2.4G TTL Outdoor Studio Flash Strobe (New Look),1/8000 HSS 2800mAh Battery Powered Photography Monolight Speedlite 30W Modeling Lamp/400 Full Power Flash/0.01-1.2s Recycle/Bowens Mount",,Neewer,359.99,"[""Electronics"",""Camera & Photo"",""Lighting & Studio"",""Lighting"",""Strobe Lighting"",""Monolights""]"
"SSK External SSD 250GB, USB C SSD External Solid State Drives up to 1050MB/s, Portable SSD USB 3.2 Gen2 for iPhone 15/Pro, Windows, Mac, Android Phones and Tablets",,SSK,39.99,"[""Electronics"",""Computers & Accessories"",""Data Storage"",""External Solid State Drives""]"
"SAMSUNG T7 Shield 1TB, Portable SSD, up to 1050MB/s, USB 3.2 Gen2, Rugged, IP65 Rated, for Photographers, Content Creators and Gaming , External Solid State Drive (MU-PE1T0R/AM, 2022), Blue",,SAMSUNG,107.99,"[""Electronics"",""Computers & Accessories"",""Data Storage"",""External Solid State Drives""]"
"Crest 3D White Advanced Luminous Mint Teeth Whitening Toothpaste, Crest Toothpaste, 3.7 oz Pack of 4 - Helps Remove Surface Stains, Whitens Teeth, Strengthens Tooth Enamel, Protects Against Cavities",,Crest,11.99,"[""Health & Household"",""Oral Care"",""Toothpaste""]"
"PQRQP 3 in 1 Microphone for iPhone/Android/Camera, Wireless Lavalier Microphone, 328ft Transmission, 18H Battery Life, Mini Microphone for Record Interview, Vlogs, YouTube, Tiktok",,PQRQP,39.99,"[""Musical Instruments"",""Microphones & Accessories"",""Microphones"",""Wireless Microphones & Systems"",""Wireless Headset Microphones""]"
"Carmesi Reusable Face Razor for Women Facial Hair- 3 Razors | Instant & Painless Hair Removal | For Eyebrows, Upper Lip, Forehead, Peach Fuzz, Chin and Sideburns | Dermaplaning Tool",,Carmesi,165,"[""Health & Personal Care"",""Personal Care"",""Shaving, Waxing & Beard Care"",""Manual Razors"",""Women's"",""Women's"",""Disposable Razors""]"
"Mac Book Pro Charger - 118W USB C Charger Fast Charger Compatible with USB C Port MacBook pro/Air, M1 M2 M3 M4, ipad Pro, Samsung Galaxy and All USB C Device, Include Charge Cable",,Sunveza,26.83,"[""Electronics"",""Computers & Accessories"",""Laptop Accessories"",""Chargers & Adapters""]"
"JSAUX Mini HDMI to HDMI Adapter, Mini HDMI Male to HDMI Female Cable with 4K 60Hz HDR 3D 18Gbps Dolby, Compatible For DSLR,Camcorder,Graphics Card,Raspberry Pi Zero W,Laptop,Tablet,HDTV,Projector,Grey",,JSAUX,8.99,"[""Electronics"",""Television & Video"",""Accessories"",""Cables"",""HDMI Cables""]"
Verbatim CD-R Blank Discs 700MB 80 Minutes 52X Silver Inkjet Printable Surface - 50pk Spindle,,Verbatim,13.18,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Blank Media"",""CD-R""]"
"The Derma Co 1% Hyaluronic Sunscreen Aqua Gel SPF 50 PA++++ I For Oily, Dry, Acne-prone Skin | Ultra Lightweight Texture I Non-Greasy I No White Cast | Broad Spectrum Protection & Blue Light Protection | For Men & Women | 30 g",,The Derma Co,269,"[""Beauty"",""Skin Care"",""Face"",""Sunscreen & Aftercare"",""Sunscreen""]"
"Quest Nutrition Chocolate Brownie Protein Bar, 20g Protein, 1g Sugar, 4g Net Carb, Gluten Free, Gluten Free, 12 Count",,Quest Nutrition,23.48,"[""Health & Household"",""Diet & Sports Nutrition"",""Nutrition Bars & Drinks"",""Nutrition Bars"",""Protein Bars""]"
Sintech NGFF M.2 nVME SSD Adapter Card for Upgrade MacBook Air(2013-2016 Year) and MacBook PRO(Late 2013-2015 Year),,SIntech Electronic,9.99,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Memory Card Accessories"",""Memory Card Adapters""]"
"Godox AD-S7 Multi-Functional 48cm Umbrella Softbox for Godox AD360II AD200 AD200Pro AD200Pro II AD200 Pro II (One Softbox, One Diffusion, One Honeycomb, One Aluminum Disc)",,GODOX,46,"[""Electronics"",""Camera & Photo"",""Lighting & Studio"",""Lighting"",""Lighting Controls & Modifiers"",""Soft Boxes""]"
"Anker USB C Cable,100W USB C to USB C Flow Cord, Type C Charger Fast Charging for iPhone 16 Series, MacBook Pro 2020 and More (USB 2.0, 6FT, Black)",,Anker,15.99,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Cables & Accessories"",""Cables & Interconnects"",""USB Cables""]"
"SAMSUNG 990 PRO SSD 4TB PCIe 4.0 M.2 2280 Internal Solid State Hard Drive, Seq. Read Speeds Up to 7,450 MB/s for High End Computing, Gaming, and Heavy Duty Workstations, MZ-V9P4T0B/AM",,SAMSUNG,299.99,"[""Electronics"",""Computers & Accessories"",""Data Storage"",""Internal Solid State Drives""]"
"ProCase Hard Carrying Case Compatible for Samsung T7/ T7 Touch Portable SSD with 2 Cable Ties, Shockproof Travel Organizer for T7/ T7 Touch 500GB 1TB 2TB USB 3.2 External Solid State Drives -Black",,ProCase,13.99,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Hard Drive Accessories"",""Hard Drive Bags & Cases""]"
"Portta Component to HDMI Converter with HDMI Cable, RGB to HDMI Adapter, 5 RCA YPbPr to HDMI Video Converter, Support 1080p 60Hz for PS2 PS3 Xbox 360",,Portta,21.99,"[""Electronics"",""Television & Video"",""Accessories"",""Video Converters""]"
"Purina Pro Plan Veterinary Supplements FortiFlora Dog Probiotic Supplement, Canine Nutritional Supplement - 30 Ct. Box",,Pro Plan Veterinary Diets,29.44,"[""Pet Supplies"",""Dogs"",""Health Supplies"",""Supplements & Vitamins"",""Probiotics""]"
"Waterloo Sparkling Water, Blackberry Lemonade Naturally Flavored, 12 Fl Oz Cans, Pack of 12 | Zero Calories | Zero Sugar or Artificial Sweeteners | Zero Sodium…",,Waterloo Sparkling Water,5.67,"[""Grocery & Gourmet Food"",""Beverages"",""Bottled Beverages, Water & Drink Mixes"",""Water"",""Carbonated Water""]"
Camera Suction Cup Mount for Action Cameras - ULANZI SC-02 4.5in Pump-actived Vacuum Suction Mount w Quick Release NATO Magic Arm Car Boat Windshield Window Mount Compatible with Action Cameras,,ULANZI Select,44.95,"[""Electronics"",""Camera & Photo"",""Accessories"",""Tripod & Monopod Accessories"",""Camera Mounts & Clamps""]"
"etguuds Long USB A to USB C Cable 10ft, 2-Pack Fast Charging Type C Charger Cord Braided for iPhone 16 15 Pro Max Plus, for Samsung Galaxy S24 S23 S22 S21 S20 S10 S10E Note 20 10 A15 A25 A35 A55",,etguuds,9.99,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Cables & Accessories"",""Cables & Interconnects"",""USB Cables""]"
"120 inch Projector Screen 2025 Upgraded- Black Backing, Straight Edges, Foldable, Washable and Wrinkle-Free - for Indoor Home Theater and Outdoor Cinema -White 16:9 by IOLIEO",,Iolieo,29.99,"[""Electronics"",""Television & Video"",""Accessories"",""Projector Accessories"",""Projection Screens""]"
"Arlo Essential Security Camera 2K | Indoor - Outdoor | 2nd Gen | Wireless with Spotlight, 2-Way Audio, Color Night Vision, Live Stream, Motion Activation, Real Time Notifications, Wide Angle - White",,Arlo,49.99,"[""Electronics"",""Camera & Photo"",""Video Surveillance"",""Surveillance Cameras"",""Bullet Cameras""]"
"Hyde Lane Luxury 100% Cotton Sheets Thick & Heavy for Queen Size Bed | 1000 Thread Count | 18"" Deep Pocket | 4 PC Sateen Weave Sheet Set, Smooth Softer Than Egyptian Cotton (Queen, Natural White)",,Hyde Lane,109.99,"[""Home & Kitchen"",""Bedding"",""Sheets & Pillowcases"",""Sheet & Pillowcase Sets""]"
Jabra Evolve2 30 SE Wired Stereo Noise-Cancelling Headset - Features 2-Mic Call Technology and USB-A Cable - Works with All Leading Unified Communications Platforms Such as Zoom & Google Meet - Black,,Jabra,89,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Audio & Video Accessories"",""Computer Headsets""]"
"EPOMAKER TH99 Tri-Mode Wireless Mechanical Keyboard, Hot Swappable Custom Keyboard, RGB Gaming Keyboard with Numpad, Gasket Creamy Keyboard for PC/Mac/Office/Gaming (Black)",,EPOMAKER,79.99,"[""Video Games"",""PC"",""Accessories"",""Gaming Keyboards""]"
"Good Sleep Bedding Twin XL Sheets - 100% Egyptian Cotton Bed Sheets, 1000 Thread Count, 3 Piece Twin XL Sheet Sets, Sateen Weave, Twin XL Sheets College Dorm Fits Upto 16""- White Twin XL Sheets",,Good Sleep Bedding,73.99,"[""Home & Kitchen"",""Bedding"",""Sheets & Pillowcases"",""Sheet & Pillowcase Sets""]"
"Wireless Headset - V5.3 Bluetooth Headset with Microphone Noise Canceling & USB Dongle, On Ear Computer Headphones with Mic Mute for Teams Skype Zoom Phone Laptop Meetings Work",,Earbay,45.99,"[""Electronics"",""Computers & Accessories"",""Computer Accessories & Peripherals"",""Audio & Video Accessories"",""Computer Headsets""]"
"Maybelline Super Stay Matte Ink Liquid Lipstick Makeup, Long Lasting High Impact Color, Up to 16H Wear, Dreamer, Warm Pink Neutral, 1 Count",,MAYBELLINE,9.18,"[""Beauty & Personal Care"",""Makeup"",""Lips"",""Lipstick""]"
"Pizuna Pure 100% Cotton Sheets Full Size, Luxurious 400 Thread Count Long Staple Cotton Sateen Sheets Full with 15"" Deep Pocket (Combed White Cotton Sheets Full)",,Pizuna,54.99,"[""Home & Kitchen"",""Bedding"",""Sheets & Pillowcases"",""Sheet & Pillowcase Sets""]"
